TID,EN
TID_DRILLER_DESC,"Jacky works her Jackhammer to shake up the ground and nearby enemies. Her Super pulls in nearby foes, leaving them in the dust!"
TID_DRILLER_WEAPON,GROUNDBREAKER
TID_DRILLER_WEAPON_DESC,Jacky hops on her Jackhammer to shake the ground all around. Enemies caught too close will get a pounding!
TID_DRILLER_ULTI,HOLEY MOLEY!
TID_DRILLER_ULTI_DESC,"Jacky drills a hole in the ground, pulling in foes to introduce them to her Jackhammer!"
TID_SPEC_ABI_DRILLER_1,COUNTER CRUSH
TID_SPEC_ABI_DRILLER_1_DESC,"When receiving damage, Jacky returns the favor by converting <c00cc00><VALUE1>%</c> of the damage into a Groundbreaker counterattack."
TID_SPEC_ABI_DRILLER_2,HARDY HARD HAT
TID_SPEC_ABI_DRILLER_2_DESC,Jacky's Hard Hat protects her by reducing any damage she takes by <c00cc00><VALUE1>%</c>.
TID_ACCESSORY_GROW_BUSH_DESC,"Роза удобрює землю навколо себе, і кущі миттєво виростають, створюючи чудове укриття."
TID_ACCESSORY_CROW_SHIELD_DESC,Ворон отримує щит на <c00cc00><VALUE1></c>% вхідної шкоди протягом <c00cc00><VALUE2></c> секунд.
TID_ACCESSORY_WALLY_HEAL_DESC,"Sprout споживає кущ, щоб відновити здоров’я <c00cc00><VALUE1></c>."
TID_ACCESSORY_ROCKET_JUMP_DESC,Брок підриває землю під собою і піднімається в повітря. Вибух завдає <c00cc00><VALUE1></c> шкоди ворогам поблизу.
TID_ACCESSORY_RICO_SHOOT_AROUND_DESC,Ріко випускає хвилі стрибкоподібних куль у всіх напрямках.
TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC,"Спайк кидає <c00cc00><VALUE1></c> хвилі голок у всіх напрямках, завдаючи <c00cc00><VALUE2></c> шкоди за кожен удар."
TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC,Пенні підриває свою гармату! Вибух руйнує стіни та завдає <c00cc00><VALUE1></c> пошкодження ворогам поблизу.
TID_ACCESSORY_PET_SLAM_DESC,"Ніта наказує своєму ведмедю вдаритися об землю, приголомшивши всіх ворогів у межах її досяжності."
TID_ACCESSORY_BARKEEP_SLOW_DESC,"Ячмінь кидає липку суміш, яка залишає калюжу, сповільнюючи всіх ворогів, які стикаються з нею."
TID_ACCESSORY_JESSIE_SLOW_DESC,"Джессі викликає ударну хвилю зі своєї вежі, сповільнюючи всіх ворогів у зоні дії."
TID_ACCESSORY_GENE_PUSH_DESC,"Усіх близьких до Джина ворогів миттєво відкидають. Якщо принаймні один ворожий Бешкетник знаходиться в межах досяжності, Джин також відновить здоров’я <c00cc00><VALUE1></c>."
TID_ACCESSORY_TICK_EXTRA_MINES_DESC,Наступна атака Тіка запускає <c00cc00><VALUE1></c> міни.
TID_ACCESSORY_MAX_DASH_DESC,Макс кидається вперед і стає несприйнятливим до будь-якої шкоди від ворогів під час ривка.
TID_ACCESSORY_SHELLY_DASH_DESC,"Шеллі мчить вперед, пропускаючи кілька непотрібних кроків!"
TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC,Джекі отримує приплив енергії та рухається <c00cc00><VALUE1></c>% швидше протягом <c00cc00><VALUE2></c> секунд.
TID_ACCESSORY_TOWER_BURST_HEAL_DESC,"Пем запускає свою вежу, щоб випромінювати імпульс, який зцілює союзників у радіусі дії вежі, включно з нею, на здоров’я <c00cc00><VALUE1></c>."
TID_ACCESSORY_TNT_SPIN_DESC,Динамайк шалено обертається зі збільшеною швидкістю і кидає навколо себе кілька паличок динаміту. Кожен динаміт завдає ворогам шкоди <c00cc00><VALUE1></c>.
TID_ACCESSORY_TELEPORT_TO_PET_DESC,8-Bit миттєво телепортується до свого підсилювача пошкоджень.
TID_ACCESSORY_BARREL_SPIN_DESC,"Дерріл обертається і розбризкує шквал пострілів у всіх напрямках. Кожен постріл завдає шкоди <c00cc00><VALUE1></c> і перезаряджає його супер на <c00cc00><VALUE2>%</c>, якщо вразить ворогів!"
TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC,"Френк знімає з себе будь-який негативний вплив і на мить стає несприйнятливим до оглушення, сповільнення та відкидання."
TID_ACCESSORY_CARL_TRAIL_DESC,"Наступна кирка, яку кине Карл, залишить за собою слід гарячих каменів! Супротивники, які торкнулися їх, підпалюються і з часом отримують загальну шкоду <c00cc00><VALUE1></c>."
TID_ACCESSORY_BOW_TOTEM_DESC,"Бо розміщує тотем, який заряджає супери його та будь-яких союзників у зоні дії. З часом тотем поступово втрачає здоров’я."
TID_ACCESSORY_PRIMO_GRAB_DESC,"Ель Прімо хапає найближчого ворога в межах своєї досяжності і перекидає їх, як млинець, на свої широкі плечі."
TID_ACCESSORY_MORTIS_SWING_DESC,"Мортіс крутить свою лопату, вражаючи всіх ворогів навколо себе, завдаючи шкоди <c00cc00><VALUE1></c>."
TID_ACCESSORY_TARA_VISION_DESC,"Тара та її союзники можуть бачити всіх ворогів, навіть всередині кущів, протягом <c00cc00><VALUE1></c> секунд."
TID_ACCESSORY_POCO_REGEN_DESC,Поко та всі сусідні союзники зцілюють <c00cc00><VALUE1></c> здоров’я за секунду протягом <c00cc00><VALUE2></c> секунд.
TID_ACCESSORY_SNIPER_HANDGUN_DESC,"Пайпер робить оборонний постріл у найближчого ворога, завдаючи шкоди <c00cc00><VALUE2></c>, а також відштовхуючи його назад і сповільнюючи його."
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC,"Містер П. покращує свого поточного вантажника, збільшуючи його шкоду на <c00cc00><VALUE1></c> і здоров’я на <c00cc00><VALUE2></c>."
TID_ACCESSORY_SANDY_SLEEP_DESC,"Сенді засинає на <c00cc00><VALUE1></c> секунд, і його здоров'я повністю відновлено."
TID_ACCESSORY_BEE_SNIPER_SLOW_DESC,"Беа кидає вулик, навколо якого бризкає липкий мед. Мед уповільнює ворогів, які в нього вступають."
TID_ACCESSORY_BULL_HEAL_DESC,Булл миттєво омолоджується для <c00cc00><VALUE1></c> здоров’я.
TID_ACCESSORY_GUNSLINGER_RELOAD_DESC,Кольт миттєво перезаряджає <c00cc00><VALUE1></c> боєприпаси.
TID_ACCESSORY_MUMMY_PUSH_DESC,"Емз відштовхує всіх ворогів навколо себе, а також завдає шкоди <c00cc00><VALUE1></c>."
TID_ACCESSORY_NINJA_FAKE_DESC,"Леон створює ілюзію себе, щоб збити з пантелику своїх ворогів."
TID_ACCESSORY_BASEBALL_HEAL_DESC,Бібі зцілює <c00cc00><VALUE1></c> здоров’я за секунду протягом <c00cc00><VALUE2></c> секунд.
TID_ACCESSORY_GROW_BUSH,РОСТУЙ СВІТЛО
TID_ACCESSORY_CROW_SHIELD,ПІДСИЛЮВАЧ ОБОРОНИ
TID_ACCESSORY_WALLY_HEAL,САДОВИЙ МУЛЬЧЕР
TID_ACCESSORY_ROCKET_JUMP,ШНУРКИ-РАКЕТИ
TID_ACCESSORY_RICO_SHOOT_AROUND,БАГАТО М'ЯЧОВИЙ ЗАПУСК
TID_ACCESSORY_CACTUS_SHOOT_AROUND,ВИБУХАЮЧА ПОДУШКА
TID_ACCESSORY_ARTILLERY_DESTROY_PET,КИШЕНЬКОВИЙ ДЕТОНАТОР
TID_ACCESSORY_PET_SLAM,ВЕДМЕДЕЖИНІ ЛАПИ
TID_ACCESSORY_BARKEEP_SLOW,ЛИПКА СУМІШ
TID_ACCESSORY_JESSIE_SLOW,СВІЧКА ЗАПАЛЮВАННЯ
TID_ACCESSORY_GENE_PUSH,ВИГОРАННЯ ЛАМПИ
TID_ACCESSORY_TICK_EXTRA_MINES,МІНО МАНІЯ
TID_ACCESSORY_MAX_DASH,ФАЗОЗМІН
TID_ACCESSORY_SHELLY_DASH,ШВИДКИЙ ВПЕРЕД
TID_ACCESSORY_DRILLER_SPEED_BOOST,ПНЕВМАТИЧНИЙ ПІДСИЛЬНИК
TID_ACCESSORY_TOWER_BURST_HEAL,ІМПУЛЬСНИЙ МОДУЛЯТОР
TID_ACCESSORY_TNT_SPIN,СПІНЕР
TID_ACCESSORY_TELEPORT_TO_PET,ЧІТИ
TID_ACCESSORY_BARREL_SPIN,ПЕРЕВЕРТАЮЧА АТАКА
TID_ACCESSORY_FRANK_CC_IMMUNITY,АКТИВНЕ ШУМОПОГЛИНАННЯ
TID_ACCESSORY_CARL_TRAIL,ТЕПЛОВИДАВАЛЬНИК
TID_ACCESSORY_BOW_TOTEM,СУПЕР ТОТЕМ
TID_ACCESSORY_PRIMO_GRAB,ПЕРЕКИДАННЯ
TID_ACCESSORY_MORTIS_SWING,КОМБО СПІННЕР
TID_ACCESSORY_TARA_VISION,ПСИХІЧНИЙ ПІДСИЛЬНИК
TID_ACCESSORY_POCO_REGEN,КАМЕРТОН
TID_ACCESSORY_SNIPER_HANDGUN,РУЧНИЙ ПІСТОЛЬ
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE,СЕРВІСНИЙ ДЗВІНОК
TID_ACCESSORY_SANDY_SLEEP,СТИМУЛЯТОР СНУ
TID_ACCESSORY_BEE_SNIPER_SLOW,МЕДОВА МЕЛЯСА
TID_ACCESSORY_BULL_HEAL,ІНЖЕКТОР Т-КІСТКИ
TID_ACCESSORY_GUNSLINGER_RELOAD,ШВИДКОВАНТАЖНИК
TID_ACCESSORY_MUMMY_PUSH,ДРУЖНЯ ЗОНА
TID_ACCESSORY_NINJA_FAKE,ПРОЕКТОР КЛОНА
TID_ACCESSORY_BASEBALL_HEAL,ВІТАМІНОВИЙ БУСТЕР
TID_KAKAO_TEAM_INVITE,INVITE
TID_KAKAO_TEAM_INVITING,INVITING
TID_KAKAO_TEAM_INVITED_SUCCESS,Team invite sent!
TID_KAKAO_TEAM_INVITED_FAILED_DISABLED,"Invite failed, player is not accepting messages!"
TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT,"Invite failed, daily invite limit reached!"
TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT,"Invite failed, monthly invite limit to this player reached!"
TID_KAKAO_TEAM_INVITED_FAILED_GENERIC,"Invite failed, please try again later!"
TID_MUTE_FREE_TEXT_CHAT,Mute text chat
TID_QUICK_MESSAGE_LETS_CHAT,Want to chat?
TID_FAMILY_FRIENDLY,FAMILY FRIENDLY
TID_CLAN_INFO_FF_NOTICE,This setting can't be changed later
TID_CLAN_INFO_FF_INFO,"By setting your Club as Family Friendly, you allow players of all ages to join."
TID_CLAN_INFO_FF_NOTICE_ON_OFF,"If you turn this setting ON, it can't be changed OFF later"
TID_SETTINGS_AGE_TITLE,SET AGE
TID_POPUP_AGE_TITLE,Tell us your birthday
TID_POPUP_AGE_CONTINUE,Continue
TID_POPUP_AGE_DAY,Day
TID_POPUP_AGE_MONTH,Month
TID_POPUP_AGE_YEAR,Year
TID_TEAM_SETTING_ACCESSORIES,Use Gadgets
TID_FREE_TEXT_CHAT_MUTED,Text chat is muted
TID_PSG_SHELLY_SKIN,ПСЖ ШЕЛЛІ
TID_PSG_SHELLY_SKIN_SHOP,ПСЖ\nШЕЛЛІ
TID_COACH_MIKE_SKIN,ТРЕНЕР МАЙК
TID_COACH_MIKE_SKIN_SHOP,ТРЕНЕР\nМАЙК
TID_MASCOT_DARRYL_SKIN,ТАЛІСМАН ДЕРРІЛ
TID_MASCOT_DARRYL_SKIN_SHOP,ТАЛІСМАН\nДЕРІЛ
TID_HORUS_BO_SKIN,ХОРУС БО
TID_HORUS_BO_SKIN_SHOP,ХОРУС\nБО
TID_TANUKI_JESSIE_SKIN,ТАНУКІ ДЖЕССІ
TID_TANUKI_JESSIE_SKIN_SHOP,ТАНУКІ\nДЖЕССІ
TID_BLACK_BUNNY_PENNY_SKIN,ТЕМНА ЗАЙЧИЦЦЯ ПЕННІ
TID_BLACK_BUNNY_PENNY_SKIN_SHOP,ТЕМНА ЗАЙЧИЦЦЯ\nПЕННІ
TID_COLLEGE_EMZ_SKIN,КОЛЕДЖ ЕМЗ
TID_COLLEGE_EMZ_SKIN_SHOP,КОЛЕДЖ\nЕМЗ
TID_IAP_PSG_WEEKEND,PSG WEEKEND
TID_IAP_APRIL20_0,"WELCOME, APRIL!"
TID_IAP_GOLDENWEEK20,GOLDEN WEEK
TID_IAP_APRIL20_1,SMALL IS BEAUTIFUL
TID_IAP_APRIL20_2,"COINS, COINS, COINS"
TID_BALL_30,Галактика Арена
TID_BALL_31,Удар плечима
TID_BALL_32,Добре вирізане
TID_BALL_33,Центральне поле
TID_BALL_34,Викривлений пляж
TID_BATTLE_ROYALE_44,Тисяча озер
TID_ACCESSORY_BLOCKED_PORTER_ALREADY_PROMOTED,Портер уже покращений!
TID_ACCESSORY_BLOCKED_TARGET_ALREADY_ACTIVE,Ціль уже активна!
TID_ACCESSORY_BLOCKED_FULL_AMMO,Вже повні боєприпаси!
TID_ENTER_BIRTHDAY_BUTTON,Enter Birthday
TID_FREE_TEXT_CHAT_MUTED_OTHER,Another player has text chat muted
TID_FREE_TEXT_CHAT_MUTED_LFG,Text chat is muted when using Looking for a Team
TID_FREE_TEXT_CHAT_MUTED_YOU,You have muted text chat. Go to Online Players menu to unmute it.
TID_SKIN_INFO_CAMPAIGN_6_NOT_AVAILABLE,PSG skin
TID_KAKAO_TEAM_INVITED,INVITED
TID_ACCESSORY_CHARGES_PER_MATCH,Використань за матч: <NUM>
TID_SKIN_INFO_CAMPAIGN_7_NOT_AVAILABLE,Supercell Make skin\n\nConcept by:\n<cff8000><CREDIT></c>
TID_CLAN_CANNOT_JOIN_NON_FF_CLAN,Can't join a Club that's not Family Friendly
TID_ALLIANCE_FF_FAILED_NO_RIGHTS,Only Club President can change the club to Family Friendly
TID_QQ_LOGIN_BUTTON,QQ Login
TID_WECHAT_LOGIN_BUTTON,WeChat Login
TID_GUEST_LOGIN_BUTTON,Guest Login
TID_WECHAT_LOGGED_IN,Logged in to WeChat
TID_QQ_LOGGED_IN,Logged in to QQ
TID_WECHAT_LOGOUT_BUTTON,Log out
TID_WECHAT_NOT_INSTALLED,You haven't installed WeChat yet
TID_SHARE_DIALOG_TITLE,Share
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE,New Game Account
TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM,Your current progress is connected to another account! Are you sure you want to login and create a new game with this QQ/WeChat account?
TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,Do you want to load <name>'s progress with XP level <number>?
TID_INFO_POP_UP_IAP_NOTE_TENCENT,"Brawl Stars is free to play, but you can speed up your progress with in-app purchases."
TID_MULTIDEVICE_INFO_TENCENT,"To play on multiple Android devices, sign-in using the same WeChat or QQ account."
TID_LINK_SAME_PLATFORM_TITLE_TENCENT,Sync with your account
TID_LINK_SAME_PLATFORM_TENCENT,"To play on multiple devices, please make sure you have signed in to your WeChat or QQ account in the game's settings.\n\nThen, sign in with the same WeChat or QQ account also on the other device. Your progress will be automatically synchronized."
TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT,"Your current progress is already permanently attached to the account you have signed in with.\n\nBecause there is already progress (Level <level> or a purchase made), it can no longer be overwritten."
TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT,"To play on another Android device, download Brawl Stars from the Tencent Store and sign-in using the same WeChat or QQ account.\n\nYour progress will be automatically synchronized."
TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT,Add Brawl Stars Friends from their player profile. WeChat or QQ friends automatically appear once you've logged in.
TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT,"Brawl Stars is free to play, but you can speed up progress with in-app purchases. Tap OK to accept our Terms and Privacy Policy."
TID_POPUP_CONFLICTING_ACCOUNT_TITLE,Conflicting Account
TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT,The account you are trying to log in with is different from the account stored locally. Switch to the current account?
TID_BUTTON_CONFLICTING_ACCOUNT_YES,"Yes, switch to current account."
TID_BUTTON_CONFLICTING_ACCOUNT_NO,"No, use the original account."
TID_TENCENT_AUTH_EXPIRED,"The authorization has expired, please login again."
TID_BLOWER,ГЕЙЛ
TID_BLOWER_SHORT_DESC,
TID_BLOWER_DESC,"Gale is a tireless handyman who gets no rest. With his blower, he blasts foes with a wide shot of wind and snow, while his Super pushes them back with a forceful blizzard!"
TID_BLOWER_WEAPON,POLAR VORTEX
TID_BLOWER_WEAPON_DESC,Gale blasts a large snow ball wall at his enemies!
TID_BLOWER_ULTI,GALE FORCE!
TID_BLOWER_ULTI_DESC,"Gale delivers an almighty gust of wind and snow, pushing back all enemies caught in its path."
TID_SPEC_ABI_BLOWER_1,BLUSTERY BLOW
TID_SPEC_ABI_BLOWER_1_DESC,Gale's Super now stuns enemies for <c00cc00><VALUE1></c> seconds if they are pushed against obstacles.
TID_SPEC_ABI_BLOWER_2,FREEZING SNOW
TID_SPEC_ABI_BLOWER_2_DESC,Gale's snow balls now also slow down opponents for <c00cc00><VALUE1></c> seconds.
TID_CONTROLLER,НАНІ
TID_CONTROLLER_SHORT_DESC,ВОЇН
TID_CONTROLLER_DESC,"Nani loves her friends and looks over them with a watchful lens. She handles threats with angled shots, and her Super allows Nani to commandeer her pal Peep, who goes out with a bang!"
TID_CONTROLLER_WEAPON,TRIGGER-NOMETRY
TID_CONTROLLER_WEAPON_DESC,Nani shoots 3 light orbs that move at different angles and converge towards aimed targets.
TID_CONTROLLER_ULTI,MANUAL OVERRIDE
TID_CONTROLLER_ULTI_DESC,"Nani takes control of Peep and can steer him remotely into enemies, exploding on contact!"
TID_SPEC_ABI_CONTROLLER_1,AUTOFOCUS
TID_SPEC_ABI_CONTROLLER_1_DESC,Peep deals up to <c00cc00><VALUE1></c> extra damage based on his travel distance.
TID_SPEC_ABI_CONTROLLER_2,TEMPERED STEEL
TID_SPEC_ABI_CONTROLLER_2_DESC,Nani takes <c00cc00><VALUE1></c>% less damage while her Super is active.
TID_EDIT_CONTROLS,Змінити керування
TID_EDIT_SAVE,Save
TID_EDIT_MOVEMENT,MOVEMENT
TID_EDIT_ATTACK,ATTACKING
TID_EDIT_REVERT,RESET
TID_EDIT_SCALE,SIZE
TID_EDIT_HINT_DRAG,Drag a controller to change its position
TID_EDIT_HINT_PROPS,Use the slider to change its size
TID_EDIT_FIXED_JOYSTICK,Locked movement control
TID_YOOZOO_LOGIN_AGREEMENT,I have read and agree to the <UA> and <PP>
TID_YOOZOO_LOGIN_UA,User Agreement
TID_YOOZOO_LOGIN_PP,Privacy Policy
TID_YOOZOO_LOGIN_BUTTON,Log in
TID_YOOZOO_LOGIN_DESC,本网络游戏适合年满12周岁以上的用户使用，\n请您确认已如实进行实名认证。为了您的健康，请合理控制游戏时间。\n健康游戏忠告 抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当\n适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活
TID_SETTINGS_LOGOUT_BUTTON,Log Out
TID_ACCESSORY_BLOWER_TRAMPOLINE,ПРУЖИННИЙ ЕЖЕКТОР
TID_ACCESSORY_BLOWER_TRAMPOLINE_DESC,"Гейл кидає під ноги стрибковий майданчик, кидаючи в повітря як друга, так і ворога."
TID_ACCESSORY_CONTROLLER_EXPLODE,ТЕЛЕПОРТ
TID_ACCESSORY_CONTROLLER_EXPLODE_DESC,Нані підриває Піпа і телепортується до свого останнього місця.
TID_ACCESSORY_BLOCKED_MISSING_GUIDED_PROJECTILE,Супер не активовано!
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_NO_REAL_NAME_VERIFIED_15MIN_WARNING,"Since you have not finished the real-name verification, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today."
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_1,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_2,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_3,由于您是未成年人，根据国家防沉迷系统的要求，您在此时段无法进行游戏
TID_ANTIADDICTION_ADULTHOOD_NOT_FULFILLED_15MIN_WARNING,"Since you are underage, you are under the limitation of the anti-addiction system. You have <MINS> minutes left for gaming today."
TID_ANTIADDICTION_WARNING_TITLE,Warning
TID_SETTINGS_SOCIAL_TITLE_YOOZOO,YOOZOO
TID_SETTINGS_SOCIAL_TITLE_TENCENT,SOCIAL
TID_SETTINGS_BUTTON_YOOZOO_LOGOUT,Log out
TID_SETTINGS_BUTTON_QQ_LOGIN,QQ Login
TID_SETTINGS_BUTTON_WECHAT_LOGIN,WeChat Login
TID_SETTINGS_WECHAT_LOGGED_IN,Logged in to WeChat
TID_SETTINGS_QQ_LOGGED_IN,Logged in to QQ
TID_SETTINGS_BUTTON_WECHAT_LOGOUT,Log out
TID_SETTINGS_BUTTON_QQ_LOGOUT,Log out
TID_SETTINGS_WECHAT_NOT_INSTALLED,You haven't installed WeChat yet
TID_BRAWL_PASS_BUTTON,БРАВЛ ПАС
TID_ACCESSORY_BLOCKED_INVALID_SPAWN_POSITION,Не можна використати гаджет тут!
TID_TENCENT_MULTIPLE_LOGINS,You can only log in to one account at a time. Please log out first.
TID_TENCENT_CONFIRM_LOG_OUT_TITLE,Log out
TID_TENCENT_CONFIRM_LOG_OUT,Do you want to log out of the current account?
TID_API_TOKEN_COPIED,API TOKEN COPIED TO CLIPBOARD
TID_API_TOKEN_COPY,API TOKEN:\n<TOKEN>
TID_API_TOKEN_SHOW,API Token
TID_BOXES_EXTRA_INFO,"Daily Box purchases <AMOUNT>, limited to <MAX>"
TID_BRAWL_BOX_INFO_LIMIT,\n\nDaily Box purchases done: <AMOUNT>. Limited to <MAX>.
TID_YOOZOO_ORDER_DELIVERY_FAILED,"If the purchase of the product fails, please contact Help and Support to resolve it."
TID_CHINESE_APP_STORE_CONFLICT_MESSAGE,此微信/QQ账号已经关联了从其他安卓应用商店下载的相同游戏，不能再次关联。如果您希望使用该微信/QQ账号重新开始游戏，请从游戏内联系Supercell玩家支持团队。
TID_IAP_SC10_1,ANNIVERSARY OFFER
TID_IAP_SC10_2,ANNIVERSARY OFFER
TID_IAP_0620,WELCOME JUNE!
TID_IAP_0720,WELCOME JULY
TID_IAP_0520C,BIG VALUE
TID_IAP_0620C,CHINA LAUNCH CELEBRATION
TID_IAP_0620D,CHINA LAUNCH CELEBRATION
TID_IAP_MS20_1,HAPPY MIDSUMMER!
TID_IAP_MS20_2,HAPPY MIDSUMMER!
TID_IAP_MS20_3,HAPPY MIDSUMMER!
TID_IAP_COINS_0620,MEGA VALUE COIN PACK
TID_HOMEPAGE_GUIDE_START_BATTLE_1,Натисни тут щоб почати битву
TID_HOMEPAGE_GUIDE_COLLECT_TR_1,You earned a Trophy Road reward!\nTap to COLLECT it.
TID_HOMEPAGE_GUIDE_UPGRADE_SHELLY_1,Let's learn to upgrade Brawlers.\nTap here to start!
TID_HOMEPAGE_GUIDE_COLLECT_TR_2,You've unlocked a new Brawler!\nTap here to COLLECT.
TID_HOMEPAGE_GUIDE_START_SELECT_NITA,Now select your new Brawler by tapping here!
TID_HOMEPAGE_GUIDE_START_BRAWL_PASS,A Brawl Pass Tier has been unlocked! Tap here to COLLECT the rewards!
TID_HOMEPAGE_GUIDE_START_BATTLE_2,"Now, let's try out the upgrade with another Battle!"
