TID,DE
TID_NOTIFICATION_ROBO_WARS,<PARAM> нові карти відкриті! Приходьте і вигравайте нові нагороди!
TID_NOTIFICATION_BOSS_RACE,"Почався новий день КЛУБНОЇ ЛІГИ. Приходьте, грайте!"
TID_NOTIFICATION_LONE_STAR,Ваша безкоштовно нагорода чекає на вас!
TID_NOTIFICATION_CTF,Отримайте свою безкоштовну нагороду прямо зараз!
TID_NOTIFICATION_KING_OF_HILL,"Отримайте свою безкоштовну нагороду, перш ніж вона зникне!"
TID_NOTIFICATION_TOWN_CRUSHER,Безкоштовні нагороди чекають вас!
TID_NOTIFICATION_MULTIPLE_MODES,Отримайте свою безкоштовну нагороду прямо зараз!
TID_NOTIFICATION_CLUB_LEAGUE_EVENT_DAY_STARTED,Трофейна ліга закінчилася. Нагороди чекають на вас!
TID_FREE_BOX_AVAILABLE_0,Доступні токени <PARAM>. Час битися!
TID_FREE_BOX_AVAILABLE_1,Як щодо ще однієї битви?
TID_FREE_BOX_AVAILABLE_2,Як щодо ще однієї битви?
TID_FREE_BOX_AVAILABLE_3,Як щодо ще однієї битви?
TID_FREE_BOX_AVAILABLE_4,POWER PLAY має відкриту карту <PARAM>!
TID_SEASON_ENDED_NOTI,<PARAM> прибув! Приходьте перевірити це!
TID_KEY_BAR_FULL,Подія DOUBLE TOKEN почалося!
TID_COME_BACK_NOTIFICATION_SMALL,"Захід COIN SHOWER почалося! Боріться, щоб заробити монети!"
TID_COME_BACK_NOTIFICATION_MEDIUM,<VALUE_A>/<VALUE_B>
TID_COME_BACK_NOTIFICATION_LARGE,"Будь ласка, повідомте нам ваш вік"
TID_POWER_PLAY_NOTIFICATION,ПІДТВЕРДЖУЮ
TID_NOTIFICATION_NEW_BRAWLER,Це ніяк не вплине на ігровий процес
TID_NOTIFICATION_DOUBLE_TOKENS_STARTED,"Використовуйте повзунок, щоб встановити свій вік."
TID_NOTIFICATION_DOUBLE_COINS_STARTED,Ласкаво просимо в Brawl Stars!
TID_A_OUT_OF_B,"Натиснувши ПІДТВЕРДИТИ, ви приймаєте наші <TOS> і <PP>."
TID_ENTER_AGE_PROMPT,ВИКЛИК ВИГРАНО!
TID_ENTER_AGE_CONTINUE,ПОЗОВ
TID_ENTER_AGE_GAMEPLAY,ЗАПРОШЕННЯ В КОМАНДУ
TID_ENTER_AGE_TIP,ЗАПРОШУЙТЕ ДРУЗІВ ОФЛАЙН
TID_ENTER_AGE_TITLE,ВИКЛИК ВИГРАНО!
TID_ENTER_AGE_LEGAL,Вітаю! Ви виграли КУБОК ПСЖ і стали справжнім чемпіоном за бійку з м'ячем!
TID_CHALLENGE_WON_TITLE,Скоро почнеться!
TID_CHALLENGE_REWARD_CLAIM,"Приготуйтеся до Кубка ПСЖ!\n\nWin <WIN> Brawl Ball matches і отримаєте безкоштовний скін PSG Shelly! Грайте з друзями або використовуйте опцію \qLooking for Team\q, щоб збільшити свої шанси.Виклик буде жити тільки протягом декількох годин, так що зробіть це!"
TID_BUTTON_INVITE_SNS,"Не можна використовувати гаджет, будучи переможеним!"
TID_OFFLINE_FRIENDS,Всі заряди використані!
TID_BATTLE_END_CHALLENGE_WIN_LABEL,Гаджет все ще на кулдауне!
TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO,Не можна використовувати при перенесенні предметів!
TID_PSG_TEASER_TITLE,Мета недоступна!
TID_PSG_TEASER_INFO,Мета занадто далеко!
TID_ACCESSORY_BLOCKED_DEAD,Не вистачає патронів!
TID_ACCESSORY_BLOCKED_NO_USES_LEFT,"Не можна активувати, тримаючи м'яч!"
TID_ACCESSORY_BLOCKED_COOLDOWN,Не можна активувати без турелі!
TID_ACCESSORY_BLOCKED_CARRYING_ITEM,Турель занадто далеко!
TID_ACCESSORY_BLOCKED_TARGET_MISSING,Не можу активувати без ведмедя!
TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR,Ведмідь занадто далеко!
TID_ACCESSORY_BLOCKED_NO_AMMO,Ніяких ворогів в межах досяжності!
TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL,Ніяких кущів у межах досяжності!
TID_ACCESSORY_BLOCKED_MISSING_TURRET,Жодних носильників в межах досяжності!
TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR,Вже на повному здоров'ї!
TID_ACCESSORY_BLOCKED_MISSING_BEAR,Бульдозер повинен бути активним!
TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR,Потрібна активна живопліт!
TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE,Супер вже заряджений!
TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR,Потрібно сироп на землю!
TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE,Жодних супротивників на сиропі!
TID_ACCESSORY_BLOCKED_FULL_HEALTH,Потрібно більше люті!
TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER,Потрібно супер зарядка!
TID_ACCESSORY_BLOCKED_REQUIRES_WALL,Потрібна механічна форма!
TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED,Его Лоли вимагало!
TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI,Его Лоли занадто далеко!
TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA,ПІДТРИМКА
TID_ACCESSORY_BLOCKED_REQUIRES_RAGE,"Росток був створений для того, щоб садити життя, запускаючи пружні насіннєві бомби з безрозсудною любов'ю. Його Супер створює рослинна перешкода!"
TID_ACCESSORY_BLOCKED_SUPER_REQUIRED,НАСІННЄВА БОМБА
TID_ACCESSORY_BLOCKED_REQUIRES_MECHA,"Росток штовхає кулька насіння, який підстрибує, перш ніж луснути з тріском! Якщо він стикається з ворогами, то вибухає при ударі."
TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE,ОГОРОЖА
TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR,"Спраут використовує своє Суперсемя, щоб виростити густу огорожа з виноградної лози, створюючи непрохідне, хоча і тимчасове перешкоду."
TID_WALLY_SHORT_DESC,ПЕРЕРОСТОК
TID_WALLY_DESC,Кожні <c00cc00><VALUE1></c> секунди наступна Насіннєва бомба буде вибухати з великим радіусом вибуху.
TID_WALLY_WEAPON,ФОТОСИНТЕЗ
TID_WALLY_WEAPON_DESC,"Росток активує щит, частково захищаючи себе від всіх атак, перебуваючи всередині куща."
TID_WALLY_ULTI,Танк
TID_WALLY_ULTI_DESC,"Джекі працює своїм Відбійним молотком, аби струснути землю і найближчих ворогів. Її Супер втягує найближчих ворогів, залишаючи їх в пилу!"
TID_SPEC_ABI_WALLY_1,ПЕРШОПРОХОДЕЦЬ
TID_SPEC_ABI_WALLY_1_DESC,"Джекі стрибає на своєму Відбійні молотки, щоб потрясти землю навколо. Вороги, які опинилися дуже близько, отримають по пиці!"
TID_SPEC_ABI_WALLY_2,ДІРЯВИЙ КРІТ!
TID_SPEC_ABI_WALLY_2_DESC,"Джекі свердлить дірку в землі, втягуючи ворогів, щоб познайомити їх зі своїм Відбійним молотком!"
TID_DRILLER_SHORT_DESC,ЗУСТРІЧНА ТИСНЯВА
TID_DRILLER_DESC,"При отриманні шкоди Джекі повертає послугу, перетворюючи <c00cc00><VALUE1>%</c> утрати в контратаку Прориву."
TID_DRILLER_WEAPON,ХАРДІ КАСКА
TID_DRILLER_WEAPON_DESC,"Каска Джекі захищає її, зменшуючи будь-який збиток, який вона отримує, на <c00cc00><VALUE1>%</c>."
TID_DRILLER_ULTI,"Роза удобрює землю навколо себе, і кущі миттєво виростають, забезпечуючи відмінне укриття."
TID_DRILLER_ULTI_DESC,Ворона отримує щит на <c00cc00><VALUE1></c>% вхідного шкоди за <c00cc00><VALUE2></c> секунди.
TID_SPEC_ABI_DRILLER_1,Росток споживає кущ для відновлення <c00cc00><VALUE1></c> здоров'я.
TID_SPEC_ABI_DRILLER_1_DESC,Брок підриває землю під собою і злітає в повітря. Вибух завдає <c00cc00><VALUE1></c> шкоди найближчим ворогам.
TID_SPEC_ABI_DRILLER_2,Ріко підриває хвилі пружних куль у всіх напрямках.
TID_SPEC_ABI_DRILLER_2_DESC,"Шип стріляє <c00cc00><VALUE1></c> хвилями голок у всіх напрямках, завдаючи<c00cc00> < VALUE2></c> шкоди за удар."
TID_ACCESSORY_GROW_BUSH_DESC,Пенні підриває свою гармату! Вибух руйнує стіни і завдає <c00cc00><VALUE1></c> шкоди найближчим ворогам.
TID_ACCESSORY_CROW_SHIELD_DESC,"Ніта наказує своєму ведмедю грюкнути по землі, оглушаючи всіх ворогів в межах його досяжності."
TID_ACCESSORY_WALLY_HEAL_DESC,"Ячмінь випускає клейку суміш, яка залишає калюжу, сповільнюючи всіх ворогів, які вступають з ним у контакт."
TID_ACCESSORY_ROCKET_JUMP_DESC,"Джессі запускає ударну хвилю з своєї вежі, сповільнюючи всіх ворогів в зоні її дії."
TID_ACCESSORY_RICO_SHOOT_AROUND_DESC,"Всі вороги, близькі до Гену, миттєво відтісняються тому. Якщо хоча б один ворожий Забіяка знаходиться в межах досяжності, Джин також відновить здоров'я <c00cc00><VALUE1></c>."
TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC,Наступна атака Тика запускає міни <c00cc00><VALUE1></c>.
TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC,Макс кидається вперед і стає несприйнятливим до всіх пошкоджень від ворогів під час кидка.
TID_ACCESSORY_PET_SLAM_DESC,"Шеллі кидається вперед, пропускаючи кілька непотрібних кроків!"
TID_ACCESSORY_BARKEEP_SLOW_DESC,Джекі отримує приплив енергії і рухається <c00cc00><VALUE1></c> на% швидше протягом <c00cc00><VALUE2></c> секунд.
TID_ACCESSORY_JESSIE_SLOW_DESC,"Пем запускає свою вежу, щоб випустити імпульс, який зцілює союзників в межах досяжності вежі, включаючи її саму, для <c00cc00><VALUE1></c> здоров'я."
TID_ACCESSORY_GENE_PUSH_DESC,Динамік люто обертається зі збільшеною швидкістю руху і кидає навколо себе кілька динамітних шашок. Кожен динаміт завдає <c00cc00><VALUE1></c> шкоди ворогам.
TID_ACCESSORY_TICK_EXTRA_MINES_DESC,8-біт миттєво телепортується на свій підсилювач шкоди.
TID_ACCESSORY_MAX_DASH_DESC,"Дерріл розгортається і випускає шквал пострілів у всі сторони. Кожен постріл завдає <c00cc00><VALUE1></c> утрату і перезаряджає його Супер <c00cc00><VALUE2>%</c>, якщо він потрапляє на ворогів!"
TID_ACCESSORY_SHELLY_DASH_DESC,"Френк позбавляється від будь-якого паралізуючого впливу на себе і на мить стає несприйнятливим до оглушению, уповільнення і нокдауну."
TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC,"Наступна кірка, яку кине Карл, залишить за собою слід з гарячих каменів! Противники, які торкаються до них, підпалюються і отримують в цілому <c00cc00><VALUE1></c> утрата з плином часу."
TID_ACCESSORY_TOWER_BURST_HEAL_DESC,"Бо поміщає тотем, який перезаряджає Суперов його і будь-яких союзників в межах зони дії. З часом тотем повільно втрачає своє здоров'я."
TID_ACCESSORY_TNT_SPIN_DESC,"Ель Прімо вистачає найближчого ворога в межах своєї досяжності і перевертає його, як млинець, через свої широкі плечі."
TID_ACCESSORY_TELEPORT_TO_PET_DESC,"Мортис обертає свою лопату, вражаючи всіх ворогів навколо себе для <c00cc00><VALUE1></c> утрати."
TID_ACCESSORY_BARREL_SPIN_DESC,"Тара та її союзники можуть бачити всіх ворогів, навіть всередині кущів, протягом <c00cc00><VALUE1></c> секунд."
TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC,Poco і всі довколишні союзники зцілюють <c00cc00><VALUE1></c> здоров'я в секунду протягом <c00cc00><VALUE2></c> секунд.
TID_ACCESSORY_CARL_TRAIL_DESC,"Пайпер робить оборонний постріл з найближчого ворога, завдаючи <c00cc00><VALUE2></c> шкоди, а також відштовхуючи його назад і сповільнюючи."
TID_ACCESSORY_BOW_TOTEM_DESC,"Містер П посилює свого поточного носильника, збільшуючи його шкода на <c00cc00><VALUE1></c> і здоров'я <c00cc00><VALUE2></c>."
TID_ACCESSORY_PRIMO_GRAB_DESC,"Сенді засинає на <c00cc00><VALUE1></c> секунди, і його здоров'я повністю відновлюється."
TID_ACCESSORY_MORTIS_SWING_DESC,"Беа роняє вулик з бризками липкого меду навколо нього. Мед уповільнює ворогів, які наступають на нього."
TID_ACCESSORY_TARA_VISION_DESC,Бик миттєво омолоджує себе для <c00cc00><VALUE1></c> здоров'я.
TID_ACCESSORY_POCO_REGEN_DESC,Кольт миттєво перезаряджає <c00cc00><VALUE1></c> боєприпаси.
TID_ACCESSORY_SNIPER_HANDGUN_DESC,"Емз відштовхує всіх ворогів навколо себе, одночасно завдаючи <c00cc00><VALUE1></c> шкоди."
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC,"Леон створює ілюзію самого себе, щоб збити з пантелику своїх ворогів."
TID_ACCESSORY_SANDY_SLEEP_DESC,Бібі лікує <c00cc00><VALUE1></c> здоров'я в секунду протягом<c00cc00> < VALUE2></c> секунд.
TID_ACCESSORY_BEE_SNIPER_SLOW_DESC,ЗРОСТАЄ СВІТЛО
TID_ACCESSORY_BULL_HEAL_DESC,ПІДСИЛЮВАЧ ЗАХИСТУ
TID_ACCESSORY_GUNSLINGER_RELOAD_DESC,САДОВИЙ МУЛЬЧЕР
TID_ACCESSORY_MUMMY_PUSH_DESC,РАКЕТНІ ШНУРКИ
TID_ACCESSORY_NINJA_FAKE_DESC,MULTIBALL LAUNCHER
TID_ACCESSORY_BASEBALL_HEAL_DESC,ВИСКАКУЄ ПОДУШЕЧКА ДЛЯ ШПИЛЬОК
TID_ACCESSORY_GROW_BUSH,КИШЕНЬКОВИЙ ДЕТОНАТОР
TID_ACCESSORY_CROW_SHIELD,ВЕДМЕЖІ ЛАПИ
TID_ACCESSORY_WALLY_HEAL,ЗМІШУВАЧ ДЛЯ ЛИПКОГО СИРОПУ
TID_ACCESSORY_ROCKET_JUMP,СВІЧКА ЗАПАЛЮВАННЯ
TID_ACCESSORY_RICO_SHOOT_AROUND,ВИКИД ЛАМПИ
TID_ACCESSORY_CACTUS_SHOOT_AROUND,МОЯ МАНІЯ
TID_ACCESSORY_ARTILLERY_DESTROY_PET,ФАЗЕР
TID_ACCESSORY_PET_SLAM,ШВИДКЕ ПЕРЕМОТУВАННЯ ВПЕРЕД
TID_ACCESSORY_BARKEEP_SLOW,ПНЕВМАТИЧНИЙ ПІДСИЛЮВАЧ
TID_ACCESSORY_JESSIE_SLOW,ІМПУЛЬСНИЙ МОДУЛЯТОР
TID_ACCESSORY_GENE_PUSH,FIDGET SPINNER
TID_ACCESSORY_TICK_EXTRA_MINES,ЧИТ-КАРТРИДЖ
TID_ACCESSORY_MAX_DASH,ПОВОРОТНИЙ РОТАТОР
TID_ACCESSORY_SHELLY_DASH,АКТИВНЕ ШУМОЗАГЛУШЕННЯ
TID_ACCESSORY_DRILLER_SPEED_BOOST,ТЕПЛОВИЙ ЕЖЕКТОР
TID_ACCESSORY_TOWER_BURST_HEAL,СУПЕР ТОТЕМ
TID_ACCESSORY_TNT_SPIN,ДОДАТОК SUPLEX
TID_ACCESSORY_TELEPORT_TO_PET,КОМБО СПИННЕР
TID_ACCESSORY_BARREL_SPIN,ПСИХІЧНИЙ ПІДСИЛЮВАЧ
TID_ACCESSORY_FRANK_CC_IMMUNITY,КАМЕРТОН
TID_ACCESSORY_CARL_TRAIL,АВТОМАТИЧНИЙ ПРИЦІЛ
TID_ACCESSORY_BOW_TOTEM,СЛУЖБОВИЙ ДЗВІНОК
TID_ACCESSORY_PRIMO_GRAB,СТИМУЛЯТОР СНУ
TID_ACCESSORY_MORTIS_SWING,МЕДОВА ПАТОКА
TID_ACCESSORY_TARA_VISION,Т-ПОДІБНИЙ КІСТКОВИЙ ІНЖЕКТОР
TID_ACCESSORY_POCO_REGEN,SPEEDLOADER
TID_ACCESSORY_SNIPER_HANDGUN,ФРЕНДЗОНЕР
TID_ACCESSORY_SPAWNER_DUDE_PROMOTE,КЛОН-ПРОЕКТОР
TID_ACCESSORY_SANDY_SLEEP,ВІТАМІННИЙ БУСТЕР
TID_ACCESSORY_BEE_SNIPER_SLOW,ЗАПРОШУЮ
TID_ACCESSORY_BULL_HEAL,ЗАПРОШУЮ
TID_ACCESSORY_GUNSLINGER_RELOAD,Запрошення в команду відправлено!
TID_ACCESSORY_MUMMY_PUSH,"Інвайт не вдався, гравець не приймає повідомлення!"
TID_ACCESSORY_NINJA_FAKE,"Інвайт не вдався, денний ліміт інвайтів досягнуто!"
TID_ACCESSORY_BASEBALL_HEAL,"Інвайт не вдався, місячний ліміт інвайтів для цього гравця досягнуто!"
TID_KAKAO_TEAM_INVITE,"Запрошення не вдалося, будь ласка, повторіть спробу пізніше!"
TID_KAKAO_TEAM_INVITING,Відключити текстовий чат
TID_KAKAO_TEAM_INVITED_SUCCESS,Хочеш поговорити?
TID_KAKAO_TEAM_INVITED_FAILED_DISABLED,СІМЕЙНИЙ ВІДПОЧИНОК
TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT,Цей параметр не може бути змінений не пізніше
TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT,"Визначаючи свій клуб як сімейний, ви дозволяєте гравцям всіх віків приєднатися до нього."
TID_KAKAO_TEAM_INVITED_FAILED_GENERIC,"Якщо ви увімкнете цей параметр, він не може бути виключений пізніше"
